Product_ID,Date,Category,Size,Color,Brand,Material,Price,Units_Sold,Revenue,Stock_Levels,Reorder_Frequency,Customer_Reviews,Discount_Percentage,Supplier_Lead_Time,Shipping_Time,Return_Rate,Website_Traffic,Social_Media_Engagement,Competitor_Pricing
P8561,2024-06-08,T-Shirt,S,Green,Gucci,Leather,37.28,21,782.88,245,14,4.6,0,6,2,5.7,9752,982,65.45
P8562,2024-06-08,Dresses,XL,Red,Levis,Denim,47.45,19,901.5500000000001,264,13,3.6,10,7,4,7.73,2485,1082,56.39
P8563,2024-06-08,T-Shirt,L,Blue,Puma,Cotton,46.11,16,737.76,169,12,3.6,0,3,6,7.41,2545,1033,59.81
P8564,2024-06-08,Jacket,M,Black,Puma,Cotton,40.99,21,860.7900000000001,278,20,3.5,10,12,7,6.91,4338,758,102.1
P8565,2024-06-08,T-Shirt,XXL,Red,Gucci,Polyester,42.25,21,887.25,199,15,2.5,0,9,6,3.84,5823,910,118.77
P8566,2024-06-08,Sweater,M,Black,Adidas,Denim,69.3,30,2079.0,190,15,3.7,5,5,2,2.09,4571,126,78.69
P8567,2024-06-08,T-Shirt,S,White,Nike,Cotton,60.68,19,1152.92,321,28,3.2,5,7,8,5.68,6345,1148,18.98
P8568,2024-06-09,Jacket,M,Red,Under Armour,Denim,68.8,20,1376.0,344,11,4.5,0,4,7,0.0,5800,314,94.05
P8569,2024-06-09,Dresses,L,Yellow,H&M,Wool,81.39,19,1546.41,287,24,4.0,0,3,6,6.87,2134,1165,83.09
P8570,2024-06-09,Sweater,XL,White,Levis,Leather,38.15,27,1030.05,378,12,4.5,0,12,7,1.79,3885,1726,67.21
P8571,2024-06-09,T-Shirt,L,Blue,Gucci,Denim,54.96,17,934.32,312,17,4.1,0,7,3,0.77,6903,837,126.69
P8572,2024-06-09,Jeans,XL,Black,Puma,Leather,19.69,16,315.04,202,12,3.5,20,6,8,5.45,4708,1727,90.73
P8573,2024-06-09,T-Shirt,L,White,H&M,Polyester,56.41,19,1071.79,50,14,3.5,0,11,8,6.93,3786,1713,62.6
P8574,2024-06-10,Jacket,M,Blue,Puma,Polyester,29.03,23,667.69,157,19,4.0,0,4,3,7.34,4962,1485,75.88
P8575,2024-06-10,Jeans,L,Green,Levis,Cotton,26.15,20,523.0,398,18,4.8,0,5,8,6.54,4094,153,66.45
P8576,2024-06-10,Jacket,M,Green,H&M,Leather,44.7,21,938.7,89,18,4.9,10,10,3,8.3,5849,396,57.31
P8577,2024-06-10,Jacket,M,Black,Adidas,Cotton,18.03,23,414.69000000000005,78,8,3.6,0,3,4,2.24,3090,1388,89.95
P8578,2024-06-10,Shoes,L,Blue,Louis Vuitton,Cotton,46.63,17,792.71,416,10,4.2,5,10,4,6.85,3158,800,76.84
P8579,2024-06-10,Shoes,M,Green,Puma,Wool,18.23,13,236.99,211,21,3.9,0,10,1,7.71,3248,760,55.68
P8580,2024-06-10,Jeans,XXL,White,Adidas,Polyester,49.4,16,790.4,425,12,4.5,30,4,5,6.46,7446,1545,85.44
P8581,2024-06-11,Jeans,L,Red,Zara,Polyester,48.4,18,871.1999999999999,448,7,3.5,0,3,1,8.69,5430,973,37.04
P8582,2024-06-11,Sweater,XL,Blue,Levis,Polyester,33.62,24,806.8799999999999,239,5,3.9,0,7,7,5.11,3794,101,45.33
P8583,2024-06-11,T-Shirt,S,Black,Louis Vuitton,Cotton,30.76,15,461.40000000000003,121,21,5.0,0,4,6,7.56,4108,964,82.98
P8584,2024-06-11,T-Shirt,L,Blue,Gucci,Cotton,69.17,12,830.04,105,14,3.9,0,5,6,4.96,2639,250,82.72
P8585,2024-06-11,Jacket,L,Green,Nike,Wool,85.46,27,2307.4199999999996,243,10,5.0,30,3,4,6.89,7727,1544,65.08
P8586,2024-06-11,Jeans,XXL,Yellow,Levis,Polyester,109.7,22,2413.4,236,17,4.0,10,3,4,8.01,2460,1457,87.58
P8587,2024-06-12,T-Shirt,XL,Blue,Nike,Wool,52.53,21,1103.13,258,13,3.2,10,8,2,7.01,5514,1172,70.24
P8588,2024-06-12,Jeans,XL,Blue,Adidas,Cotton,13.53,15,202.95,224,15,3.6,10,4,4,6.27,4926,242,85.41
P8589,2024-06-12,Jacket,L,White,Adidas,Leather,44.46,22,978.12,148,13,4.2,0,5,10,10.25,5210,1442,72.28
P8590,2024-06-12,T-Shirt,L,Yellow,Adidas,Wool,62.18,23,1430.14,245,14,4.3,10,8,6,0.07,9718,1262,80.79
P8591,2024-06-12,Dresses,XXL,Red,Adidas,Polyester,55.26,19,1049.94,194,5,4.6,0,10,1,2.32,3322,203,56.57
P8592,2024-06-12,Shoes,XXL,Red,Puma,Denim,50.24,20,1004.8000000000001,215,18,3.2,0,4,4,6.61,6141,1154,63.99
P8593,2024-06-12,Dresses,XXL,Blue,Louis Vuitton,Wool,87.93,20,1758.6000000000001,400,15,4.4,20,6,5,7.89,7721,1035,77.42
P8594,2024-06-12,Jacket,M,Red,Gucci,Denim,32.87,12,394.43999999999994,152,8,4.5,0,6,2,5.0,8946,940,59.86
P8595,2024-06-13,Jacket,XL,White,Puma,Leather,24.91,21,523.11,261,22,4.7,0,4,8,3.53,6852,1090,101.43
P8596,2024-06-13,Sweater,XL,Black,Gucci,Cotton,80.19,19,1523.61,130,12,3.7,10,9,5,6.48,2401,693,70.35
P8597,2024-06-13,T-Shirt,L,Black,H&M,Polyester,50.81,11,558.9100000000001,197,18,4.3,0,5,4,4.06,6913,1204,49.82
P8598,2024-06-13,T-Shirt,L,White,Adidas,Denim,71.81,24,1723.44,192,25,4.3,0,5,4,2.59,5733,586,87.78
P8599,2024-06-13,Jeans,L,Blue,Under Armour,Denim,42.42,18,763.5600000000001,50,21,4.0,0,3,6,7.92,5595,1230,135.54
P8600,2024-06-13,Jeans,L,White,Adidas,Cotton,29.21,16,467.36,388,16,4.4,20,3,6,5.42,6226,416,114.11
P8601,2024-06-13,Shoes,L,Green,Gucci,Cotton,75.76,19,1439.44,201,16,3.8,10,7,7,6.61,2567,50,26.91
P8602,2024-06-13,Shoes,L,White,Puma,Denim,34.83,13,452.78999999999996,276,13,3.4,10,5,6,4.29,4814,175,123.11
P8603,2024-06-13,Jacket,XL,Black,Nike,Polyester,32.2,27,869.4000000000001,157,17,4.2,5,3,6,5.92,6730,1772,102.01
P8604,2024-06-14,Jeans,XXL,Black,H&M,Cotton,10.0,17,170.0,396,12,3.8,0,3,3,3.72,4232,1296,66.16
P8605,2024-06-14,Sweater,XXL,White,Uniqlo,Leather,71.83,23,1652.09,188,11,3.5,5,3,4,8.56,833,1427,112.06
P8606,2024-06-14,Jeans,S,Red,Uniqlo,Leather,40.22,13,522.86,380,17,3.7,0,11,5,8.74,3500,459,90.72
P8607,2024-06-14,Dresses,XL,White,Louis Vuitton,Polyester,67.05,23,1542.1499999999999,180,16,3.3,5,6,6,5.4,4917,823,87.84
P8608,2024-06-14,Jacket,M,Red,Nike,Cotton,39.11,12,469.32,222,14,4.2,0,4,3,6.19,5612,1444,32.37
P8609,2024-06-14,Jeans,L,Red,Under Armour,Polyester,19.08,21,400.67999999999995,311,13,3.4,0,7,7,6.83,4247,625,34.27
P8610,2024-06-14,T-Shirt,S,Black,Levis,Cotton,40.55,12,486.59999999999997,170,16,3.7,10,5,2,8.28,3279,1537,50.25
P8611,2024-06-14,Dresses,M,Black,Nike,Cotton,51.11,25,1277.75,315,14,3.4,10,10,5,4.94,6136,382,35.14
P8612,2024-06-15,Jacket,XL,Green,H&M,Wool,10.69,19,203.10999999999999,210,20,3.4,20,9,1,2.92,6525,522,63.93
P8613,2024-06-15,Shoes,S,White,Zara,Polyester,64.22,22,1412.84,242,18,4.5,10,3,4,5.98,6244,1036,87.95
P8614,2024-06-15,Jeans,XL,Black,H&M,Cotton,25.13,18,452.34,198,14,4.5,10,4,5,1.97,1317,831,71.2
P8615,2024-06-15,T-Shirt,M,Yellow,Adidas,Wool,63.96,12,767.52,496,16,4.5,0,6,5,4.53,10000,50,71.67
P8616,2024-06-16,Jacket,L,Red,Nike,Denim,75.17,22,1653.74,210,18,3.5,5,8,6,10.26,2720,352,60.13
P8617,2024-06-16,T-Shirt,L,Black,Puma,Leather,54.74,15,821.1,303,5,4.1,0,3,6,6.65,8547,772,40.02
P8618,2024-06-16,T-Shirt,L,Blue,Nike,Cotton,82.04,24,1968.96,172,11,3.8,5,12,4,6.82,4541,1062,101.47
P8619,2024-06-16,Jacket,XXL,Red,Gucci,Polyester,76.24,19,1448.56,298,8,3.3,0,3,8,8.55,8123,1284,61.29
P8620,2024-06-16,Jeans,XL,Red,Under Armour,Leather,28.54,19,542.26,132,12,3.9,50,4,2,6.46,7433,1102,101.3
P8621,2024-06-16,T-Shirt,M,White,Adidas,Leather,75.46,14,1056.4399999999998,356,14,4.2,30,10,3,2.71,4032,1776,103.86
P8622,2024-06-16,Jeans,XL,Black,H&M,Wool,36.62,18,659.16,418,14,3.9,0,4,5,2.84,4060,1337,32.03
P8623,2024-06-16,Jeans,L,White,Nike,Cotton,34.28,17,582.76,261,12,4.2,0,9,5,8.6,6084,1292,15.0
P8624,2024-06-17,Dresses,XXL,Blue,Uniqlo,Polyester,49.72,21,1044.12,117,8,4.5,5,5,5,5.14,5478,970,67.44
P8625,2024-06-17,T-Shirt,S,White,Uniqlo,Leather,33.2,23,763.6,89,16,3.9,30,3,3,2.02,8708,1004,143.13
P8626,2024-06-17,Jeans,L,Black,Levis,Wool,19.09,18,343.62,227,21,4.7,0,5,7,3.35,4437,50,89.5
P8627,2024-06-17,T-Shirt,XL,White,Zara,Polyester,37.86,19,719.34,371,10,4.4,5,10,2,8.49,1788,701,29.46
P8628,2024-06-17,Jeans,M,Red,H&M,Polyester,25.91,15,388.65,454,13,4.1,0,7,1,6.81,3261,1237,110.78
P8629,2024-06-17,Jacket,L,Red,Puma,Leather,79.86,26,2076.36,299,12,4.7,0,11,3,7.26,7066,504,73.69
P8630,2024-06-17,Jeans,XL,Yellow,Levis,Cotton,35.05,21,736.05,140,21,4.0,10,9,6,2.68,4979,1351,78.93
P8631,2024-06-18,T-Shirt,L,White,Gucci,Leather,16.65,24,399.59999999999997,316,5,3.0,20,6,5,4.76,4090,750,68.23
P8632,2024-06-18,T-Shirt,M,Black,Zara,Polyester,53.11,16,849.76,279,20,4.2,0,5,4,6.37,3827,889,43.31
P8633,2024-06-18,Sweater,L,Blue,Nike,Cotton,50.6,15,759.0,181,10,4.4,30,3,7,7.7,4799,1953,72.03
P8634,2024-06-18,Jeans,L,Blue,Zara,Polyester,18.75,20,375.0,245,16,3.6,0,15,4,10.14,7218,1882,95.33
P8635,2024-06-18,T-Shirt,L,Blue,Gucci,Cotton,45.17,19,858.23,416,5,3.9,0,4,6,0.93,6485,304,89.52
P8636,2024-06-18,T-Shirt,L,White,Puma,Denim,40.99,9,368.91,110,13,4.2,30,9,5,5.37,5270,1210,39.96
P8637,2024-06-18,Jeans,M,Yellow,Adidas,Polyester,38.26,18,688.68,223,21,3.7,30,6,3,1.6,8305,1678,91.23
P8638,2024-06-18,T-Shirt,L,Black,Uniqlo,Leather,29.35,14,410.90000000000003,248,21,3.9,5,5,1,3.63,3822,1081,69.95
P8639,2024-06-18,Dresses,XL,Black,Puma,Polyester,60.28,25,1507.0,158,5,3.2,10,4,1,0.26,3418,782,66.24
P8640,2024-06-18,Dresses,XL,Blue,Levis,Cotton,46.25,12,555.0,192,17,3.7,0,8,6,7.46,4589,1035,55.41
P8641,2024-06-18,Jeans,M,Black,Adidas,Wool,14.46,18,260.28000000000003,242,12,4.6,0,7,5,7.77,2471,689,73.94
P8642,2024-06-19,T-Shirt,L,Yellow,Gucci,Cotton,54.64,8,437.12,195,11,4.3,0,5,1,9.67,8014,1260,89.45
P8643,2024-06-19,T-Shirt,XXL,Red,Levis,Leather,48.34,15,725.1,344,14,3.4,5,5,6,1.45,8296,50,52.83
P8644,2024-06-19,Jeans,XXL,Blue,Nike,Leather,40.28,24,966.72,310,19,4.9,0,6,2,6.41,3678,249,64.8
P8645,2024-06-19,Jeans,L,Green,Uniqlo,Polyester,48.3,17,821.0999999999999,259,18,3.9,0,5,4,3.7,2724,401,66.36
P8646,2024-06-20,Jeans,M,Red,Puma,Denim,35.49,20,709.8000000000001,329,13,4.3,0,7,4,4.98,5780,1000,78.06
P8647,2024-06-20,Sweater,M,Red,H&M,Wool,57.52,25,1438.0,298,18,4.0,5,9,6,9.62,4654,1409,61.43
P8648,2024-06-20,Jeans,L,Red,Levis,Cotton,30.57,20,611.4,211,9,3.3,0,9,4,1.09,5177,867,129.86
P8649,2024-06-20,Sweater,XXL,Black,Uniqlo,Cotton,84.86,23,1951.78,392,6,3.7,5,5,6,3.58,7887,50,96.51
P8650,2024-06-20,Jeans,XXL,Black,Under Armour,Cotton,44.17,19,839.23,184,6,4.2,10,10,8,1.98,5527,1209,77.34
P8651,2024-06-20,T-Shirt,XXL,Yellow,Under Armour,Wool,10.0,18,180.0,168,8,3.3,5,10,1,0.0,5537,1632,45.54
P8652,2024-06-20,Jeans,XXL,Green,Levis,Cotton,92.39,18,1663.02,250,9,4.0,5,3,5,7.06,7170,1331,62.13
P8653,2024-06-20,Sweater,L,Green,Nike,Polyester,85.44,20,1708.8,317,17,3.6,50,8,4,9.29,6607,1857,51.55
P8654,2024-06-20,Jeans,L,White,Adidas,Denim,47.68,6,286.08,108,8,3.8,5,4,7,2.6,3987,1856,77.18
P8655,2024-06-21,Jacket,XL,Black,Under Armour,Cotton,29.2,28,817.6,101,22,4.7,0,7,4,4.31,6540,1196,56.94
P8656,2024-06-21,Jeans,L,Yellow,Nike,Cotton,10.0,26,260.0,136,9,4.2,0,9,2,6.73,5948,1040,90.61
P8657,2024-06-21,Sweater,XL,Blue,Puma,Polyester,50.49,7,353.43,276,14,3.6,20,6,4,8.13,5287,561,47.86
P8658,2024-06-21,T-Shirt,XXL,Red,Levis,Cotton,69.88,14,978.3199999999999,181,8,4.0,5,9,6,5.45,1730,1343,75.92
P8659,2024-06-21,T-Shirt,S,White,Nike,Wool,21.3,28,596.4,301,9,4.8,5,9,4,5.99,4178,689,76.54
P8660,2024-06-21,Jeans,XL,Green,Louis Vuitton,Wool,67.47,18,1214.46,86,13,4.6,10,3,5,2.25,7915,931,108.28
P8661,2024-06-21,Sweater,M,Green,Zara,Wool,27.48,27,741.96,305,12,3.7,0,4,2,5.69,2798,850,15.0
P8662,2024-06-22,Jeans,M,Yellow,Levis,Wool,64.42,14,901.88,306,21,4.6,30,4,1,2.5,4898,1315,63.76
P8663,2024-06-22,T-Shirt,S,Black,Levis,Leather,61.68,20,1233.6,348,14,4.4,10,6,4,3.04,7929,993,27.45
P8664,2024-06-22,Dresses,L,Red,Uniqlo,Cotton,51.43,23,1182.89,223,17,3.5,10,11,4,7.87,8418,611,95.36
P8665,2024-06-22,T-Shirt,XL,Red,Louis Vuitton,Wool,43.95,32,1406.4,178,8,4.0,5,4,4,3.27,9023,905,80.44
P8666,2024-06-22,Shoes,L,Black,Gucci,Polyester,46.89,17,797.13,298,11,3.6,20,6,5,3.81,6411,557,102.23
P8667,2024-06-23,Jeans,XL,Blue,Adidas,Wool,44.8,18,806.4,307,15,3.7,10,7,5,6.42,6353,270,72.54
P8668,2024-06-23,Jeans,M,Red,Uniqlo,Wool,19.37,25,484.25,303,18,4.0,0,7,1,9.17,5307,1230,66.02
P8669,2024-06-23,T-Shirt,L,Green,Uniqlo,Wool,71.37,23,1641.5100000000002,188,17,3.9,0,5,3,6.38,4813,420,77.65
P8670,2024-06-23,T-Shirt,S,Black,H&M,Cotton,64.3,15,964.5,290,24,5.0,50,8,5,0.0,4350,990,72.41
P8671,2024-06-23,Sweater,M,Green,Uniqlo,Cotton,56.64,23,1302.72,213,17,4.7,0,8,7,1.8,5120,1522,135.98
P8672,2024-06-23,T-Shirt,L,Red,Nike,Polyester,13.02,22,286.44,277,23,3.5,5,3,4,5.73,4740,2210,24.6
P8673,2024-06-24,Dresses,L,White,Gucci,Polyester,45.75,20,915.0,236,15,4.5,0,8,3,5.61,8049,1820,35.69
P8674,2024-06-25,Jeans,L,Green,Gucci,Wool,31.0,19,589.0,209,14,5.0,0,7,4,4.99,5325,1459,106.15
P8675,2024-06-25,Jacket,XL,White,Puma,Wool,86.54,27,2336.5800000000004,229,7,4.2,5,4,2,6.12,3115,731,74.44
P8676,2024-06-25,Jeans,XL,Red,Nike,Leather,48.88,22,1075.3600000000001,342,5,3.9,5,5,7,1.16,5433,1235,64.29
P8677,2024-06-25,T-Shirt,M,Black,Gucci,Cotton,43.37,14,607.18,67,15,4.3,10,7,1,4.18,5457,844,54.45
P8678,2024-06-25,T-Shirt,L,Blue,Puma,Wool,79.59,15,1193.8500000000001,153,11,4.4,0,8,2,6.05,2609,1068,66.98
P8679,2024-06-26,T-Shirt,XL,Black,Zara,Polyester,39.67,18,714.0600000000001,224,23,4.3,0,6,7,4.61,5458,50,35.3
P8680,2024-06-26,Jeans,L,Black,Zara,Polyester,52.65,15,789.75,232,16,3.9,10,10,3,7.93,2880,1416,52.51
P8681,2024-06-26,Sweater,S,Blue,Puma,Cotton,74.9,21,1572.9,374,11,4.0,10,7,2,8.54,3743,176,76.9
P8682,2024-06-26,Jacket,L,Blue,Levis,Polyester,48.56,15,728.4000000000001,171,18,4.1,10,9,6,5.84,6124,249,36.77
P8683,2024-06-26,Jeans,M,Yellow,Adidas,Polyester,35.68,17,606.56,186,21,4.4,10,4,5,7.89,5891,873,107.52
P8684,2024-06-26,Jeans,L,White,Nike,Cotton,39.62,11,435.82,180,6,4.2,0,3,6,4.87,7415,1825,66.99
P8685,2024-06-27,T-Shirt,L,Red,Gucci,Leather,70.06,17,1191.02,208,12,4.5,50,12,2,5.89,6020,1935,108.04
P8686,2024-06-27,T-Shirt,L,Blue,H&M,Cotton,61.29,25,1532.25,50,6,3.5,0,7,4,8.3,6846,840,170.28
P8687,2024-06-27,Jeans,M,Yellow,Nike,Leather,11.85,28,331.8,252,11,4.6,0,9,5,4.6,6238,1246,59.19
P8688,2024-06-28,Dresses,M,Blue,Nike,Leather,81.48,13,1059.24,353,7,4.2,20,4,7,2.32,4683,693,96.4
P8689,2024-06-28,Jacket,M,Yellow,Nike,Cotton,49.61,15,744.15,136,8,4.0,0,4,5,5.14,500,449,51.2
P8690,2024-06-28,Jacket,XL,Yellow,Adidas,Denim,64.73,10,647.3000000000001,342,6,4.0,0,5,3,7.09,2815,1218,72.4
P8691,2024-06-28,Jeans,L,White,H&M,Cotton,71.84,16,1149.44,159,15,4.2,0,6,2,0.98,5642,1866,117.3
P8692,2024-06-28,Sweater,XL,Yellow,Nike,Polyester,53.01,23,1219.23,222,13,2.9,10,7,5,7.7,4462,841,62.58
P8693,2024-06-28,Jeans,L,Black,Nike,Cotton,46.46,10,464.6,220,17,3.5,5,5,1,12.26,6138,1532,56.85
P8694,2024-06-28,T-Shirt,XXL,Red,Uniqlo,Leather,52.84,12,634.08,286,16,4.1,5,10,4,5.02,3030,1182,34.28
P8695,2024-06-28,Jeans,XL,Black,Under Armour,Polyester,66.62,17,1132.54,500,11,3.2,0,3,5,1.35,6286,1457,98.34
P8696,2024-06-28,Jeans,M,White,Nike,Polyester,53.21,17,904.57,273,17,4.2,5,11,5,8.64,3182,1960,81.4
P8697,2024-06-29,Jeans,XXL,Yellow,Under Armour,Cotton,82.6,19,1569.3999999999999,373,16,2.9,10,6,6,1.88,4363,1401,122.21
P8698,2024-06-29,Jeans,XXL,Red,Puma,Wool,21.57,27,582.39,167,18,3.6,30,9,5,4.51,4465,1108,54.96
P8699,2024-06-29,Shoes,M,Blue,Nike,Cotton,77.37,12,928.44,335,17,3.6,5,13,7,9.45,6063,1899,118.47
P8700,2024-06-29,T-Shirt,L,Green,Adidas,Cotton,42.08,19,799.52,203,13,4.6,0,3,4,11.38,3948,967,96.71
P8701,2024-06-29,Shoes,S,Blue,Puma,Denim,23.92,19,454.48,222,15,4.1,0,3,5,9.71,4404,1086,67.08
P8702,2024-06-29,Jeans,L,Yellow,Adidas,Denim,16.5,22,363.0,243,12,3.6,0,3,6,4.43,4663,1403,68.45
P8703,2024-06-29,T-Shirt,XL,Red,H&M,Cotton,54.98,22,1209.56,155,16,4.2,10,3,6,3.94,4660,2033,53.54
P8704,2024-06-30,Sweater,XXL,White,H&M,Leather,34.53,12,414.36,162,9,4.9,50,5,6,3.45,7330,1293,90.07
P8705,2024-06-30,T-Shirt,S,Black,Louis Vuitton,Polyester,52.94,15,794.0999999999999,326,26,4.3,0,9,5,8.07,7365,556,74.75
P8706,2024-06-30,T-Shirt,S,Green,H&M,Cotton,55.39,20,1107.8,50,15,4.4,0,8,2,6.86,7248,575,60.51
P8707,2024-06-30,T-Shirt,L,Red,Nike,Wool,61.03,17,1037.51,199,19,3.8,30,5,4,5.48,2435,1794,107.87
P8708,2024-06-30,Sweater,XL,Red,Puma,Polyester,47.16,16,754.56,195,14,4.4,50,10,5,3.08,5610,1093,99.21
P8709,2024-06-30,T-Shirt,S,Yellow,Puma,Polyester,53.07,15,796.05,300,15,3.3,0,4,7,4.4,5484,952,54.27
P8710,2024-06-30,T-Shirt,L,Green,Under Armour,Polyester,64.11,21,1346.31,279,19,4.2,0,3,4,3.6,5346,1397,50.74
P8711,2024-06-30,Sweater,XL,Yellow,Louis Vuitton,Cotton,26.91,10,269.1,243,17,4.1,0,15,5,12.11,5856,1876,76.34
P8712,2024-06-30,Jacket,XXL,Green,Nike,Cotton,29.98,22,659.5600000000001,133,19,4.6,0,5,5,4.15,3303,1692,145.03
P8713,2024-06-30,T-Shirt,S,Green,Puma,Polyester,57.2,18,1029.6000000000001,378,16,4.3,0,6,6,7.13,9905,1104,65.3
P8714,2024-07-01,Jeans,L,Black,H&M,Leather,22.29,28,624.12,299,15,3.1,20,3,6,10.49,5350,1658,63.87
P8715,2024-07-01,Jeans,M,Red,Under Armour,Denim,48.94,18,880.92,128,10,3.7,5,3,4,6.37,4318,852,115.02
P8716,2024-07-01,Jacket,L,Black,Louis Vuitton,Cotton,31.98,19,607.62,169,9,3.7,5,3,3,2.18,3462,1237,116.07
P8717,2024-07-01,Jeans,S,Blue,Nike,Polyester,32.15,19,610.85,257,11,3.8,20,5,6,0.0,6418,327,50.69
P8718,2024-07-01,Jacket,S,Black,Levis,Leather,61.36,23,1411.28,413,23,4.1,20,11,4,4.79,2940,1600,82.13
P8719,2024-07-01,Jeans,XL,Black,Nike,Cotton,50.22,26,1305.72,322,14,3.4,10,10,5,10.57,6396,987,102.97
P8720,2024-07-02,T-Shirt,XL,Red,Nike,Leather,49.42,13,642.46,76,12,3.7,5,3,1,7.43,6788,547,44.52
P8721,2024-07-02,Sweater,L,Black,H&M,Cotton,50.0,18,900.0,50,9,3.5,0,4,4,7.84,4696,1144,85.03
P8722,2024-07-02,Jeans,L,Blue,Gucci,Wool,83.37,13,1083.81,124,10,2.9,30,7,4,6.26,3277,1662,54.37
P8723,2024-07-02,Jacket,XL,White,Nike,Leather,33.33,25,833.25,264,20,3.5,0,3,1,8.89,8243,1265,72.51
P8724,2024-07-02,Jeans,XXL,White,Gucci,Cotton,69.63,20,1392.6,50,13,4.4,10,4,5,3.82,3215,709,101.21
P8725,2024-07-02,T-Shirt,XXL,Yellow,H&M,Cotton,49.43,22,1087.46,313,15,3.5,30,10,5,5.15,8001,919,52.85
P8726,2024-07-02,Dresses,L,Green,Adidas,Leather,23.46,23,539.58,337,23,4.0,10,11,2,0.0,6512,1495,83.55
P8727,2024-07-02,Shoes,XL,White,Puma,Cotton,45.7,20,914.0,284,30,3.5,0,4,6,6.12,3023,1015,96.57
P8728,2024-07-03,Jeans,XL,Black,Adidas,Cotton,15.83,23,364.09,251,13,4.0,0,9,3,8.18,2131,864,15.0
P8729,2024-07-03,Jacket,XL,Yellow,Adidas,Polyester,39.21,27,1058.67,66,11,3.9,50,7,4,3.81,4938,2123,58.5
P8730,2024-07-03,T-Shirt,XL,Yellow,Nike,Cotton,79.11,21,1661.31,407,18,4.0,5,15,8,4.66,6500,755,115.35
P8731,2024-07-03,Sweater,XXL,Blue,Louis Vuitton,Polyester,17.11,16,273.76,164,8,4.3,20,4,6,10.35,2919,444,74.5
P8732,2024-07-03,T-Shirt,XXL,Blue,Levis,Cotton,78.9,12,946.8000000000001,122,15,4.2,50,3,4,4.64,5146,1258,71.68
P8733,2024-07-03,T-Shirt,S,Blue,Nike,Cotton,89.26,26,2320.76,324,13,4.4,5,12,4,3.37,4214,658,126.17
P8734,2024-07-03,Shoes,L,Blue,Uniqlo,Leather,67.13,27,1812.5099999999998,290,6,3.9,30,6,3,9.33,5508,1371,73.48
P8735,2024-07-03,Jeans,XXL,Green,Zara,Denim,32.11,29,931.1899999999999,279,24,4.5,0,5,6,3.14,4138,814,32.03
P8736,2024-07-04,Shoes,L,Blue,Adidas,Polyester,47.88,20,957.6,304,5,3.8,30,5,6,12.94,8579,253,117.85
P8737,2024-07-04,T-Shirt,L,Black,Zara,Cotton,59.62,18,1073.1599999999999,298,14,4.0,5,7,7,2.08,2772,1030,42.36
P8738,2024-07-04,T-Shirt,L,White,Gucci,Denim,42.4,18,763.1999999999999,382,13,4.0,5,8,8,2.01,3732,1734,97.81
P8739,2024-07-04,Sweater,L,White,H&M,Leather,65.59,20,1311.8000000000002,241,14,3.9,5,8,8,9.04,1285,540,15.0
P8740,2024-07-04,Jeans,S,Red,Puma,Denim,53.33,21,1119.93,154,5,4.8,0,9,6,5.92,5508,1546,55.98
P8741,2024-07-04,Jeans,XL,Black,Uniqlo,Cotton,67.36,16,1077.76,155,14,4.1,5,3,3,11.5,4781,997,41.44
P8742,2024-07-04,Jeans,XL,Green,Louis Vuitton,Polyester,62.84,29,1822.3600000000001,262,15,3.9,20,8,4,2.27,8468,579,95.76
P8743,2024-07-04,Sweater,L,Blue,Under Armour,Cotton,52.07,24,1249.68,312,9,5.0,5,9,4,4.2,2097,1047,70.33
P8744,2024-07-05,T-Shirt,XXL,Black,Uniqlo,Wool,46.09,23,1060.0700000000002,277,16,4.4,0,8,5,4.91,5199,685,78.08
P8745,2024-07-05,Jeans,L,White,Nike,Denim,73.29,15,1099.3500000000001,88,17,3.8,10,11,5,8.29,5806,1058,95.16
P8746,2024-07-05,Jeans,M,White,Nike,Polyester,19.04,20,380.79999999999995,170,9,3.4,30,7,5,8.84,5030,484,42.9
P8747,2024-07-05,Jacket,M,Yellow,Gucci,Leather,55.72,20,1114.4,237,13,2.8,5,6,6,2.74,1646,1471,36.79
P8748,2024-07-05,Jacket,XL,White,Nike,Polyester,39.17,25,979.25,343,17,3.2,0,10,4,5.4,5258,1732,83.67
P8749,2024-07-06,Sweater,M,Black,Levis,Denim,20.13,8,161.04,176,19,2.8,30,5,7,7.9,4769,647,89.98
P8750,2024-07-06,Dresses,M,Yellow,Nike,Cotton,76.22,18,1371.96,230,5,3.2,0,7,5,1.25,3973,1670,37.66
P8751,2024-07-06,Jeans,M,Blue,Gucci,Cotton,28.12,26,731.12,245,14,4.6,0,4,6,0.0,5860,501,117.7
P8752,2024-07-06,Jacket,M,Green,Levis,Leather,75.18,18,1353.2400000000002,500,14,4.2,50,6,6,1.12,2722,1750,107.22
P8753,2024-07-06,Sweater,XXL,Red,Zara,Cotton,63.0,31,1953.0,417,11,4.4,10,8,5,1.88,2740,297,114.52
P8754,2024-07-06,T-Shirt,M,Green,Levis,Wool,53.44,18,961.92,351,6,4.1,30,3,5,3.49,6888,1351,95.12
P8755,2024-07-06,Jacket,XL,Green,Adidas,Wool,78.59,27,2121.9300000000003,179,16,3.6,0,6,4,1.39,5281,213,72.03
P8756,2024-07-06,T-Shirt,L,Black,Zara,Cotton,13.69,13,177.97,261,11,4.9,20,4,4,5.35,8310,1341,101.05
